pid,age,survey_year
310182103,35,2012
310182103,37,2014
310187102,36,2012
310192103,33,2012
310192103,35,2014
310192103,37,2016
310201102,33,2012
310206101,33,2016
310206431,33,2016
310257104,33,2012
310269103,33,2010
310269103,35,2012
310276103,35,2020
310276103,37,2022
310276104,33,2016
310278101,33,2010
310279104,34,2012
310279104,36,2014
310289103,33,2012
310292106,34,2010
310292106,36,2012
310294101,36,2020
310306101,33,2020
310306101,35,2022
310306102,33,2020
310306102,35,2022
310311102,36,2010
310324101,33,2012
310324101,37,2016
310324104,35,2012
310334103,33,2014
310334103,35,2016
310346102,33,2014
310346102,35,2016
310352101,34,2010
310352101,36,2012
310352102,35,2010
310373103,33,2020
310373103,35,2022
310373431,35,2022
310381103,36,2020
310389101,34,2022
310391104,34,2010
310391104,36,2012
310414104,35,2020
310415101,34,2022
310463101,35,2016
310465101,33,2010
310466101,33,2014
310466101,35,2016
310466102,33,2014
310466102,35,2016
310481101,33,2010
310481101,35,2012
310481101,37,2014
310484101,33,2010
310484103,34,2012
310506102,36,2022
310508104,34,2012
310527102,34,2012
310528101,33,2014
310528101,36,2016
310529101,35,2010
310529102,34,2010
310529103,35,2010
310530102,34,2016
310530103,37,2020
310547101,34,2012
310547101,36,2014
310557103,34,2012
310557103,36,2014
310557104,34,2010
310560101,33,2016
310566101,35,2010
310584101,35,2020
310584101,37,2022
310584102,33,2010
310587101,33,2010
310587101,35,2012
310592104,37,2010
310597104,35,2010
310603101,36,2010
310603102,36,2010
310678103,34,2022
310679103,35,2016
310681104,34,2014
310701103,37,2014
310704104,34,2010
310709102,35,2020
310709102,37,2022
310712101,34,2016
310714101,33,2014
310714101,36,2016
310714102,33,2010
310714102,35,2012
310714102,37,2014
310715101,35,2010
310715102,36,2010
310748101,36,2020
310760102,36,2010
310768101,36,2010
310768103,33,2010
310771103,33,2016
310775102,33,2020
310775102,35,2022
310778101,35,2010
310778101,37,2012
310778102,37,2010
310780102,34,2016
310783103,34,2020
310783103,36,2022
310789101,35,2010
310789101,37,2012
310789102,36,2010
310794101,36,2010
310801103,36,2020
310801431,35,2020
310801431,37,2022
310802101,33,2010
310802101,35,2012
310804101,34,2010
310811101,33,2012
310813102,34,2016
310817103,33,2016
310833101,35,2010
310833102,36,2010
310835102,35,2016
310839103,34,2020
310839103,36,2022
310847102,33,2010
310855103,33,2022
310857103,36,2010
310857104,34,2010
310864103,34,2022
310869106,35,2020
310869106,37,2022
310869107,35,2022
310883104,37,2010
310886102,34,2022
310890103,34,2016
310890431,34,2016
310893102,34,2010
310893102,36,2012
310903103,33,2016
310907101,34,2010
310907101,36,2012
310912103,33,2014
310912103,36,2016
310931103,35,2022
310932101,37,2010
310934104,37,2012
310945101,35,2012
310947101,37,2010
310947103,35,2010
310947103,37,2012
310960101,33,2012
310970101,35,2010
310971103,33,2012
310971103,37,2016
310971105,33,2012
310971105,37,2016
310973101,36,2010
310973101,37,2012
310973102,35,2012
310977101,34,2010
310977101,36,2012
310977102,36,2010
310978101,34,2016
310978102,35,2016
310982103,34,2012
310982104,33,2012
311000102,34,2010
311000102,36,2012
311002102,34,2010
311002102,36,2012
311002105,33,2010
311002105,35,2012
311003101,34,2022
311005101,33,2016
311005101,37,2020
311005431,34,2016
311007103,34,2014
311007103,36,2016
311007104,33,2012
311007104,35,2014
311007104,37,2016
311008103,37,2020
311025101,34,2012
311027103,34,2020
311027103,36,2022
311051106,33,2010
311051106,34,2012
311055104,34,2012
311058101,33,2012
311058101,35,2014
311058101,37,2016
311060103,33,2020
311060103,35,2022
311066102,37,2022
311069101,33,2010
311093103,34,2014
311093103,36,2016
311093104,33,2010
311093104,35,2012
311093104,37,2014
311097101,33,2014
311097101,36,2016
311101104,37,2010
311103103,36,2010
311103104,34,2010
311103104,36,2012
311104103,33,2020
311104103,35,2022
311104431,35,2020
311104431,37,2022
311105101,34,2014
311105101,36,2016
311105104,34,2014
311105104,36,2016
311107103,37,2010
311107105,36,2010
311108103,35,2012
311108103,37,2014
311108104,33,2012
311108104,35,2014
311108104,37,2016
311108105,34,2012
311108105,36,2014
311115101,33,2012
311115101,35,2014
311115101,37,2016
311115105,36,2010
311143103,33,2020
311150101,33,2010
311150101,35,2012
311150101,37,2014
311151104,33,2014
311151106,35,2020
311163531,35,2016
311163532,33,2014
311163532,36,2016
311173102,34,2010
311173102,36,2012
311220103,34,2014
311220103,36,2016
311220104,33,2016
311220104,37,2020
311222102,33,2020
311222102,35,2022
311228103,34,2016
311228104,33,2014
311228104,35,2016
311230103,34,2020
311230103,36,2022
311232103,34,2010
311232103,36,2012
311238101,33,2012
311238101,35,2014
311238101,37,2016
311240103,33,2012
311240103,35,2014
311247103,34,2010
311247103,36,2012
311247431,37,2012
311263103,34,2010
311263103,36,2012
311266101,33,2020
311266101,35,2022
311269104,35,2010
311269104,37,2012
311273101,35,2012
311273101,37,2014
311275104,36,2010
311282103,34,2014
311285102,33,2016
311287102,35,2012
311288102,36,2014
311299103,34,2010
311299103,37,2014
311299104,33,2010
311299104,36,2014
311301101,36,2010
311301102,35,2010
311305104,34,2010
311307102,33,2010
311309101,33,2010
311309102,34,2010
311315101,33,2010
311315101,35,2012
311315101,37,2014
311315102,33,2010
311315102,35,2012
311315102,37,2014
311316102,35,2010
311328102,33,2010
311328102,35,2012
311328102,37,2014
311333105,35,2016
311333106,33,2016
311335104,33,2014
311335104,35,2016
311335601,36,2020
311339101,35,2010
311339102,33,2010
311345103,37,2010
311346103,33,2020
311353101,36,2022
311353102,36,2022
311354101,34,2012
311354101,36,2014
311354104,34,2016
311360102,33,2020
311361103,33,2012
311361103,35,2014
311361103,37,2016
311361104,33,2014
311361104,35,2016
311373104,35,2010
311383531,34,2014
311385102,35,2016
311387101,33,2016
311387102,34,2014
311387102,36,2016
311392431,33,2014
311392431,35,2016
311407101,35,2012
311407101,37,2014
311407102,34,2016
311412101,37,2010
311412102,37,2010
311427102,37,2010
311428103,34,2022
311435501,37,2014
311439101,36,2010
311441531,34,2014
311441531,37,2016
311453103,33,2016
311471104,34,2016
311471105,35,2016
311484101,33,2012
311484101,35,2014
311487103,36,2020
311487551,33,2022
311488101,35,2010
311495101,34,2016
311495102,34,2014
311495102,36,2016
311501104,34,2022
311521101,33,2014
311521101,36,2016
311521102,34,2016
311521102,37,2020
311548101,33,2020
311548104,33,2020
311548104,35,2022
311552103,33,2020
311561103,35,2022
311574103,34,2012
311574103,36,2014
311578103,33,2010
311578103,35,2012
311578103,37,2014
311584103,36,2010
311584104,33,2010
311590102,33,2014
311602101,37,2020
311670104,34,2020
311670104,36,2022
311670601,35,2020
311670601,37,2022
311688501,33,2016
311699103,35,2010
311699103,37,2012
311699105,35,2010
311699105,37,2012
311701103,35,2010
311701103,37,2012
311701104,33,2010
311701104,35,2012
311701104,37,2014
311704101,33,2012
311704101,35,2014
311704103,33,2014
311704103,36,2016
311706103,34,2016
311715101,35,2022
311718101,34,2012
311718101,36,2014
311718102,33,2012
311718102,35,2014
311718102,37,2016
311724101,33,2014
311724101,35,2016
311724501,35,2014
311725106,37,2020
311725431,37,2020
311727101,35,2020
311727101,37,2022
311731101,34,2016
311731102,33,2014
311733101,33,2012
311733101,35,2014
311733102,35,2010
311733102,37,2012
311736101,33,2020
311748103,34,2020
311750102,34,2016
311750103,33,2020
311751102,33,2012
311751102,35,2014
311756102,34,2010
311756102,36,2012
311756103,33,2014
311756103,35,2016
311763432,33,2014
311773103,33,2014
311774104,35,2020
311778101,37,2014
311778102,36,2010
311778104,37,2010
311781101,36,2010
311785101,36,2020
311792101,37,2010
311798101,33,2012
311798101,37,2016
311798102,34,2012
311799101,35,2010
311799101,37,2012
311805103,33,2020
311805501,34,2022
311815101,35,2014
311816101,36,2014
311816102,34,2014
311816102,36,2016
311817102,37,2010
311824103,34,2020
311846101,35,2010
311862102,34,2010
311865103,34,2010
311865104,35,2010
311868103,36,2012
311868104,33,2014
311868104,36,2016
311870104,33,2014
311870104,36,2016
311871101,34,2010
311871104,33,2010
311882104,35,2016
311887101,35,2020
311887501,36,2020
311892103,35,2014
311892103,37,2016
311908103,33,2012
311908103,35,2014
311908103,37,2016
311908104,33,2014
311908104,35,2016
311909103,33,2020
311909103,35,2022
311909431,33,2020
311911104,33,2016
311911104,37,2020
311926103,37,2010
311929101,37,2010
311932104,33,2016
311936102,34,2012
311936102,36,2014
311936103,33,2010
311936103,35,2012
311936103,37,2014
311942103,34,2016
311942105,33,2016
311942105,37,2020
311943103,33,2020
311946103,33,2014
311946104,33,2022
311952105,36,2010
311955531,35,2014
311956103,34,2020
311956106,33,2022
311964101,36,2010
311964102,36,2010
311967101,33,2010
311969102,34,2022
311970101,33,2012
311970104,33,2010
311970104,35,2012
311971103,34,2020
311971103,36,2022
311971651,33,2022
311977103,34,2020
311977103,36,2022
311977104,34,2016
311978103,36,2010
311978531,34,2014
311978531,36,2016
311979103,35,2020
311979103,37,2022
311987103,33,2012
311987103,35,2014
311987104,34,2014
311987104,36,2016
311993103,33,2016
311993103,37,2020
311993104,33,2014
311993104,35,2016
311995103,37,2010
311995104,36,2010
311996101,34,2010
311996102,33,2012
312002105,36,2020
312002106,33,2016
312004103,33,2020
312004103,35,2022
312004431,33,2020
312004431,35,2022
312005203,36,2022
312007103,33,2020
312007103,35,2022
312008101,37,2010
312008102,33,2010
312008102,35,2012
312008102,37,2014
312010103,33,2012
312010104,34,2012
312010104,36,2014
312011103,34,2012
312011103,36,2014
312011104,34,2012
312011104,36,2014
312012103,35,2022
312012431,33,2016
312013102,37,2010
312017103,33,2010
312019581,34,2016
312020101,33,2014
312020101,36,2016
312020102,33,2014
312020102,36,2016
312021102,34,2010
312022101,34,2010
312022101,36,2012
312022102,34,2012
312023101,36,2014
312023102,33,2010
312023102,37,2014
312024101,36,2010
312024102,33,2010
312028102,35,2010
312028102,37,2012
312032101,37,2010
312033101,36,2010
312033102,37,2010
312035101,34,2022
312035102,34,2022
312036101,33,2014
312036101,36,2016
312036102,33,2012
312036102,35,2014
312043101,35,2010
312044101,37,2020
312044102,34,2012
312044102,36,2014
312050101,37,2010
312053102,36,2010
312055103,33,2020
312055103,35,2022
312055551,36,2022
312057105,37,2020
312059101,34,2022
312059431,33,2020
312059431,35,2022
312065101,34,2014
312065101,36,2016
312065102,33,2014
312065102,35,2016
312069104,37,2010
312072101,36,2022
312074101,33,2022
312079101,36,2010
312079102,37,2010
312082102,33,2010
312082102,35,2012
312082102,37,2014
312082104,34,2012
312082104,36,2014
312086601,37,2020
312094103,37,2016
312094104,35,2012
312104105,34,2014
312109103,34,2012
312109103,36,2014
312109104,34,2010
312109104,36,2012
312112103,34,2012
312112104,34,2012
312118103,36,2014
312121103,35,2016
312125101,35,2016
312125102,34,2016
312129103,36,2020
312129104,35,2020
312129104,37,2022
312134101,34,2014
312134101,36,2016
312137101,33,2012
312137101,35,2014
312137101,37,2016
312143103,34,2012
312143103,36,2014
312144101,35,2016
312144106,35,2016
312148432,36,2014
312152102,36,2010
312156102,35,2012
312156102,37,2014
312156104,34,2010
312156104,36,2012
312157104,33,2014
312157104,35,2016
312157105,35,2012
312157105,37,2014
312164102,36,2012
312164106,34,2014
312164106,36,2016
312165101,33,2014
312165101,35,2016
312165104,34,2016
312167101,33,2012
312167101,35,2014
312167101,37,2016
312167102,36,2010
312168102,34,2014
312168102,36,2016
312170101,33,2022
312188101,33,2014
312188101,36,2016
312188102,34,2014
312188102,36,2016
312191102,35,2010
312192101,33,2010
312192101,35,2012
312192101,37,2014
312192102,33,2010
312192102,35,2012
312192102,37,2014
312194431,33,2016
312194431,36,2020
312200103,36,2012
312203103,33,2010
312203103,35,2012
312203103,37,2014
312203105,34,2012
312203105,36,2014
312206101,34,2010
312206101,36,2012
312209101,34,2010
312209101,36,2012
312209102,37,2010
312213101,35,2010
312213101,37,2012
312213102,36,2010
312222101,36,2010
312227101,34,2016
312227102,37,2010
312228101,37,2010
312228102,36,2012
312230101,37,2020
312230102,33,2012
312230102,35,2014
312230102,37,2016
312231102,34,2016
312232101,37,2010
312236102,33,2012
312237101,34,2014
312237101,36,2016
312237102,33,2014
312237102,36,2016
312242101,33,2012
312242101,35,2014
312242102,36,2016
312243101,33,2010
312243101,35,2012
312243101,37,2014
312248102,34,2020
312248102,36,2022
312268102,34,2014
312268102,36,2016
312268103,33,2014
312268103,35,2016
312283102,33,2010
312283103,35,2010
312291101,36,2010
312291102,33,2010
312291102,35,2012
312291102,37,2014
312292103,33,2012
312292103,35,2014
312292104,34,2014
312292104,36,2016
312295103,34,2014
312295103,36,2016
312297102,35,2010
312297102,37,2012
312299101,33,2010
312299101,35,2012
312299101,37,2014
312299102,35,2010
312299102,37,2012
312310431,33,2012
312310431,35,2014
312310431,37,2016
312326103,33,2016
312326103,37,2020
312326104,34,2016
312332101,33,2012
312332101,35,2014
312332101,37,2016
312332102,34,2014
312332102,36,2016
312336101,37,2010
312336102,37,2010
312341101,33,2012
312341101,35,2014
312341102,33,2014
312341102,36,2016
312343101,35,2010
312343101,37,2012
312343104,36,2010
312344101,36,2010
312344103,36,2010
312366103,34,2020
312366103,36,2022
312375101,34,2016
312388103,33,2014
312388103,35,2016
312394501,36,2014
312395103,34,2016
312396103,33,2014
312396103,35,2016
312396104,33,2014
312396104,35,2016
312397102,34,2016
312397551,35,2016
312399103,33,2012
312399103,35,2014
312399501,34,2016
312400102,33,2020
312400102,35,2022
312405101,37,2010
312405102,37,2010
312420431,34,2014
312420431,36,2016
312421103,34,2020
312421103,36,2022
312442103,33,2016
312442103,37,2020
312442431,33,2014
312442431,35,2016
312443102,35,2010
312446103,34,2022
312448101,36,2020
312448103,35,2020
312454101,33,2010
312454101,35,2012
312454101,37,2014
312454102,34,2014
312454102,36,2016
312457651,34,2020
312457651,36,2022
312466101,34,2014
312466101,36,2016
312466105,33,2012
312466105,35,2014
312469101,34,2016
312469101,37,2020
312477103,34,2020
312477551,33,2020
312479531,34,2016
312481551,34,2016
312485103,34,2016
312485531,35,2014
312486551,36,2020
312488101,34,2010
312488101,36,2012
312488102,33,2010
312488102,35,2012
312488102,37,2014
312498101,33,2012
312498101,35,2014
312498101,37,2016
312498102,35,2020
312498102,37,2022
312502531,34,2016
312510101,34,2010
312510101,36,2012
312510104,33,2016
312510104,37,2020
312518531,34,2014
312524101,33,2012
312524101,35,2014
312534103,34,2014
312534105,34,2010
312534105,36,2012
312535104,35,2010
312540104,33,2022
312545531,34,2014
313409551,33,2022
317095431,33,2022
317365701,34,2022
317466701,34,2022
318240701,34,2022
319577701,34,2022
319797701,34,2022
320001431,35,2012
320009103,36,2010
320009104,37,2010
320010103,35,2010
320010103,37,2012
320010104,34,2010
320010104,36,2012
320012101,34,2010
320012103,35,2010
320015101,33,2010
320015101,35,2012
320015101,37,2014
320015103,33,2012
320015103,35,2014
320018103,34,2012
320018103,36,2014
320018104,34,2014
320018104,36,2016
320018105,34,2012
320018105,36,2014
320018106,33,2016
320018106,37,2020
320020101,34,2010
320020101,36,2012
320020104,34,2010
320020104,36,2012
320022101,33,2014
320022101,35,2016
320022103,34,2014
320022103,36,2016
320025101,34,2016
320025431,35,2012
320025431,37,2014
320029103,34,2012
320029103,36,2014
320029104,33,2010
320029104,35,2012
320029104,37,2014
320039103,33,2016
320044104,35,2012
320044104,37,2014
320044105,33,2012
320044105,35,2014
320050101,33,2012
320050101,35,2014
320050101,37,2016
320052103,35,2022
320054103,33,2012
320054103,35,2014
320055103,34,2016
320055103,37,2020
320055104,36,2020
320057101,37,2010
320057102,37,2010
320060103,35,2022
320060431,35,2022
320061102,34,2014
320061102,36,2016
320065101,35,2016
320065102,36,2016
320074103,33,2012
320074103,35,2014
320074104,33,2014
320074104,35,2016
320077104,36,2022
320082102,34,2020
320082102,36,2022
320087103,34,2010
320087103,36,2012
320087104,34,2012
320087104,36,2014
320098102,34,2022
320103101,36,2010
320109431,34,2022
320113103,34,2016
320113431,33,2020
320115103,35,2010
320116101,35,2020
320116101,37,2022
320117431,36,2022
320118101,37,2010
320118102,36,2010
320118431,34,2012
320118431,36,2014
320119101,33,2010
320119101,35,2012
320119101,37,2014
320119104,33,2010
320119104,35,2012
320119104,37,2014
320122103,34,2012
320122103,36,2014
320122107,33,2012
320122107,35,2014
320124104,37,2012
320124105,34,2012
320124105,36,2014
320125104,34,2016
320125104,37,2020
320125105,34,2014
320125105,37,2016
320127103,36,2012
320127104,36,2016
320128101,37,2010
320128103,37,2010
320132102,34,2012
320132102,36,2014
320132103,34,2012
320132103,36,2014
320133103,35,2020
320133103,37,2022
320133104,33,2020
320133104,35,2022
320137103,34,2020
320137103,36,2022
320137431,34,2022
320140102,37,2010
320141103,35,2020
320141103,37,2022
320141104,36,2020
320141107,33,2020
320148106,34,2010
320148106,36,2012
320151103,34,2022
320151104,33,2022
320159101,34,2010
320159101,36,2012
320159102,34,2010
320161103,33,2020
320164432,33,2014
320165101,34,2010
320165101,36,2012
320166106,33,2020
320173101,37,2010
320175103,37,2020
320175104,35,2020
320175104,37,2022
320176101,33,2016
320176104,33,2014
320176104,35,2016
320183101,36,2012
320183102,34,2010
320191101,34,2012
320191101,36,2014
320195103,36,2020
320195104,34,2020
320195104,36,2022
320195105,33,2020
320195105,35,2022
320195106,34,2020
320195106,36,2022
320195431,33,2022
320200103,35,2010
320200103,37,2012
320200105,33,2012
320200105,35,2014
320200431,37,2012
320202107,33,2016
320202107,37,2020
320202108,34,2014
320202108,36,2016
320215102,34,2010
320215102,36,2012
320215103,36,2010
320216101,36,2010
320218102,36,2020
320218103,34,2014
320218103,36,2016
320222102,34,2012
320222103,35,2020
320222105,33,2016
320222105,37,2020
320222106,33,2012
320223104,33,2022
320224103,36,2022
320224104,34,2022
320227104,34,2022
320229104,35,2012
320229105,33,2016
320231104,36,2016
320234104,36,2012
320237103,33,2022
320244103,33,2012
320244104,33,2010
320244104,35,2012
320244104,37,2014
320246102,37,2010
320251102,36,2016
320251103,35,2020
320251103,37,2022
320251108,35,2016
320251109,34,2012
320251109,36,2014
320256101,37,2010
320256104,33,2010
320256104,35,2012
320256104,37,2014
320258103,35,2022
320258501,33,2022
320261105,37,2012
320266103,34,2016
320266104,33,2014
320266104,36,2016
320267104,36,2010
320274103,34,2022
320274651,33,2022
320276103,34,2022
320277103,33,2022
320277501,34,2022
320280103,34,2022
320281103,33,2016
320281103,36,2020
320281104,34,2020
320287101,33,2022
320294102,37,2010
320302104,37,2010
320311103,33,2022
320311651,33,2022
320314101,34,2012
320314101,36,2014
320314102,34,2012
320314102,36,2014
320325103,33,2022
320325431,35,2022
320326103,35,2020
320327101,34,2022
320327501,33,2022
320328101,34,2010
320328101,36,2012
320328104,34,2012
320328104,36,2014
320329101,33,2012
320329101,35,2014
320329101,37,2016
320329104,34,2016
320332103,33,2010
320332103,35,2012
320332103,37,2014
320332104,34,2014
320333101,33,2012
320333101,35,2014
320333101,37,2016
320333102,34,2010
320333102,36,2012
320337102,34,2012
320337102,36,2014
320337103,33,2014
320337103,35,2016
320348103,34,2014
320348103,36,2016
320348104,34,2016
320354104,37,2014
320355102,36,2010
320358103,35,2010
320358103,37,2012
320362101,37,2010
320362102,34,2010
320362102,36,2012
320363101,36,2010
320363102,37,2010
320367101,37,2010
320367102,34,2010
320367102,36,2012
320370101,34,2022
320370104,33,2020
320370104,35,2022
320372101,37,2010
320372104,36,2010
320373101,33,2014
320373101,36,2016
320373104,33,2020
320373104,35,2022
320374101,33,2014
320374103,33,2020
320374103,35,2022
320376105,33,2022
320376106,33,2022
320377103,36,2016
320377104,34,2016
320379103,34,2012
320379103,36,2014
320379104,33,2012
320379104,35,2014
320379104,37,2016
320380101,34,2010
320380101,36,2012
320380103,34,2012
320381101,33,2020
320381101,35,2022
320382102,33,2016
320382102,37,2020
320382103,36,2020
320383103,34,2020
320383104,33,2020
320384103,33,2012
320384103,37,2016
320384104,34,2016
320391102,34,2022
320392431,35,2012
320392431,37,2014
320392432,34,2014
320392432,36,2016
321876431,33,2022
322881431,33,2022
325451601,37,2020
327345431,36,2012
327852701,33,2022
328601701,34,2022
330001101,37,2010
330006431,35,2016
330007101,33,2014
330007101,35,2016
330007102,33,2014
330007102,35,2016
330008101,37,2010
330008104,35,2010
330008104,37,2012
330010101,34,2010
330012101,34,2016
330012104,33,2016
330014103,34,2014
330014103,36,2016
330014104,34,2016
330014105,35,2010
330014105,37,2012
330030101,37,2010
330030102,36,2010
330033101,35,2016
330033102,34,2014
330033102,36,2016
330040101,33,2010
330043103,34,2022
330044101,33,2012
330044101,35,2014
330044101,37,2016
330044104,33,2014
330044104,35,2016
330046101,33,2016
330046101,37,2020
330046104,33,2016
330046104,37,2020
330046105,33,2016
330046501,34,2020
330046501,36,2022
330047101,34,2022
330049103,33,2022
330050102,34,2012
330050102,36,2014
330058101,34,2014
330058101,36,2016
330058105,34,2016
330059581,33,2020
330059581,35,2022
330064102,35,2010
330064102,37,2012
330064103,35,2010
330064103,37,2012
330068103,35,2010
330070103,33,2012
330070103,35,2014
330070103,37,2016
330070501,33,2022
330072101,34,2010
330072101,36,2012
330080103,33,2010
330080103,35,2012
330080103,37,2014
330080104,34,2010
330080104,36,2012
330082101,35,2020
330082101,37,2022
330083103,33,2022
330092102,35,2010
330092102,37,2012
330094103,37,2012
330095104,34,2014
330095104,36,2016
330096103,33,2012
330096103,35,2014
330096103,37,2016
330096104,33,2014
330096104,35,2016
330100103,35,2016
330100104,34,2020
330100104,36,2022
330101101,33,2020
330101101,35,2022
330101431,34,2022
330104104,37,2010
330106104,34,2016
330106107,33,2012
330106107,35,2014
330106107,37,2016
330115104,35,2014
330118101,34,2016
330121101,37,2012
330121103,37,2014
330133103,34,2016
330135102,33,2020
330149101,35,2022
330150101,35,2010
330150101,37,2012
330150102,34,2012
330154101,35,2010
330154101,37,2012
330154102,35,2010
330154102,37,2012
330156101,35,2010
330164104,33,2016
330164105,33,2016
330169101,33,2014
330169101,35,2016
330169501,37,2022
330173103,33,2012
330174104,35,2012
330174104,37,2014
330175103,36,2022
330177101,33,2016
330185103,36,2012
330187103,36,2022
330191102,33,2012
330191102,35,2014
330199101,34,2010
330199101,36,2012
330203102,35,2010
330203102,37,2012
330211105,34,2022
330212101,35,2010
330212101,37,2012
330212102,35,2010
330212102,37,2012
330216102,34,2012
330216103,36,2012
330218104,37,2014
330222102,34,2016
330222103,33,2022
330226102,34,2022
330227102,36,2010
330227105,33,2014
330227105,35,2016
330231102,34,2020
330231102,36,2022
330232101,37,2010
330232103,34,2010
330232103,36,2012
330248101,36,2010
330251103,35,2010
330251103,37,2012
330251104,33,2010
330251104,35,2012
330251104,37,2014
330256102,35,2010
330259101,36,2010
330268103,33,2010
330268103,35,2012
330268103,37,2014
330268104,33,2012
330268104,37,2016
330268107,34,2014
330268107,37,2016
330269102,33,2012
330269102,35,2014
330269102,37,2016
330269103,34,2014
330269103,36,2016
330271101,36,2020
330271104,36,2020
330273101,33,2012
330273101,35,2014
330273101,37,2016
330279101,36,2020
330279104,34,2014
330279104,36,2016
330279105,34,2016
330279431,34,2022
330281103,33,2014
330281103,35,2016
330281103,37,2020
330283101,33,2012
330285101,33,2020
330285101,35,2022
330285501,34,2022
330286531,37,2014
330286551,36,2020
330289101,34,2012
330289101,36,2014
330289104,33,2014
330289104,35,2016
330289551,35,2016
330290101,34,2016
330290104,34,2016
330296101,34,2020
330296101,36,2022
330301101,34,2014
330301101,36,2016
330301105,36,2020
330301107,34,2022
330304101,33,2012
330304101,35,2014
330304101,37,2016
330304102,34,2014
330304102,36,2016
330309101,33,2016
330309101,37,2020
330309104,33,2016
330310101,34,2016
330310103,37,2022
330310431,35,2022
330313103,35,2020
330313104,34,2014
330313105,34,2022
330316101,36,2010
330318103,36,2022
330325101,35,2012
330325101,37,2014
330325104,34,2014
330325104,36,2016
330336102,33,2016
330336102,36,2020
330339103,34,2020
330339104,33,2022
330340104,34,2022
330342101,36,2010
330342102,36,2012
330347102,33,2020
330347103,35,2020
330347103,37,2022
330356101,35,2010
330356103,35,2020
330356106,34,2014
330356106,36,2016
330360101,37,2010
330371101,36,2020
330371103,35,2020
330376101,35,2022
330380103,36,2020
330385101,35,2020
330387101,34,2010
330387102,34,2016
335404431,34,2020
335404431,36,2022
336155431,34,2020
340003103,34,2012
340003103,36,2014
340003104,33,2010
340003105,37,2022
340007101,34,2016
340007102,36,2020
340008103,33,2016
340008103,37,2020
340013532,34,2014
340015103,37,2022
340020102,37,2010
340021581,34,2016
340023101,36,2010
340023102,35,2014
340023102,37,2016
340026601,33,2020
340027103,34,2022
340038101,33,2012
340038101,35,2014
340038101,37,2016
340038102,34,2012
340038102,36,2014
340039101,37,2010
340039102,34,2012
340039102,36,2014
340041104,33,2016
340041105,34,2020
340047103,34,2010
340047103,36,2012
340048102,34,2020
340048103,36,2020
340048105,33,2020
340048105,35,2022
340057103,35,2012
340057104,33,2012
340057104,35,2014
340057104,37,2016
340057431,37,2016
340059102,37,2022
340060581,36,2016
340061103,37,2010
340068103,33,2016
340068105,34,2022
340068106,36,2022
340068553,35,2022
340073101,34,2014
340073101,36,2016
340073105,33,2020
340073105,35,2022
340075531,35,2014
340075531,37,2016
340075533,35,2014
340075533,37,2016
340079431,34,2014
340079431,36,2016
340079432,33,2016
340079432,37,2020
340087432,35,2022
340091103,35,2016
340091503,36,2020
340093101,33,2010
340093101,35,2012
340093101,37,2014
340095103,34,2020
340095501,33,2022
340099101,34,2012
340099101,36,2014
340099102,37,2012
340100432,34,2022
340102204,35,2020
340103104,37,2014
340103105,36,2014
340103531,33,2014
340105103,34,2016
340105104,36,2020
340105106,37,2020
340114101,33,2012
340114101,35,2014
340114101,37,2016
340114102,34,2012
340114102,36,2014
340115103,37,2012
340115104,35,2012
340127102,35,2010
340127102,36,2012
340128101,34,2010
340128101,36,2012
340133103,33,2020
340133103,35,2022
340133104,33,2022
340133431,33,2022
340135101,34,2012
340135102,33,2012
340135102,35,2014
340135102,37,2016
340138101,34,2014
340138101,36,2016
340138102,34,2014
340139102,37,2010
340141431,34,2016
340142103,35,2014
340142103,37,2016
340142651,35,2022
340144101,33,2014
340144101,35,2016
340144102,34,2014
340144102,36,2016
340147101,34,2016
340151103,33,2020
340151103,35,2022
340153101,37,2010
340158101,36,2016
340165103,34,2022
340166102,37,2010
340168101,34,2010
340168101,36,2012
340168102,33,2010
340168102,35,2012
340168102,37,2014
340170103,33,2010
340170103,35,2012
340172103,33,2012
340172103,35,2014
340172431,36,2020
340174104,37,2014
340175103,37,2022
340179103,33,2020
340179103,35,2022
340185104,37,2010
340199103,36,2012
340199105,33,2012
340200104,34,2014
340202102,36,2012
340210431,34,2012
340214103,33,2022
340215101,37,2010
340215102,36,2010
340219104,37,2022
340219551,37,2022
340230103,35,2010
340230103,37,2012
340230105,33,2010
340230105,35,2012
340230105,37,2014
340234103,34,2016
340234105,34,2016
340239104,33,2012
340239104,35,2014
340240531,36,2014
340243101,34,2020
340243106,34,2020
340243106,36,2022
340248103,36,2012
340248104,35,2012
340248104,37,2014
340249103,34,2014
340250101,36,2010
340251103,33,2020
340252103,33,2022
340257102,34,2012
340257102,36,2014
340257104,34,2016
340260102,33,2010
340261103,33,2016
340261104,37,2022
340262103,35,2020
340263104,34,2022
340263601,33,2022
340264102,33,2010
340264102,35,2012
340264102,37,2014
340264105,37,2020
340265101,34,2010
340270104,33,2014
340272105,36,2010
340277103,37,2010
340278103,33,2012
340278103,35,2014
340278104,33,2014
340285102,33,2010
340285102,35,2012
340285102,37,2014
340289103,33,2016
340289103,37,2020
340289104,34,2020
340289104,36,2022
340294431,36,2012
340296104,34,2022
340297103,33,2022
340297551,34,2022
340298101,35,2010
340298101,37,2012
340298105,35,2012
340298105,37,2014
340299101,35,2014
340302102,34,2020
340302102,36,2022
340302431,33,2022
