pid,gender,ibirthy,age_range,qg11_2014,qg11_2016,qg11_2018,qg11_2020,qg11_2022
420289104,1,1987,27-35,4100,NA,9000,9000,12000
230220101,0,1982,32-40,1800,NA,2300,2200,2300
130158102,1,1988,26-34,2000,NA,NA,NA,4000
330242101,1,1968,46-54,3000,4500,3500,4000,5000
340014104,1,1995,19-27,NA,NA,5000,5300,10000
500265102,1,1968,46-54,2700,3800,3000,3000,NA
211338104,0,1983,31-39,3600,NA,3200,4000,5000
510847105,1,1994,20-28,NA,NA,2000,3500,5000
510104103,1,1986,28-36,NA,NA,1700,2000,3000
410182105,0,1998,16-24,NA,NA,4000,5000,4000
130197103,1,1997,17-25,NA,NA,2000,2222,3500
430385101,1,1963,51-59,NA,1038,300,NA,3500
311167103,1,1992,22-30,NA,5000,1000,9000,11000
420323102,0,1985,29-37,1500,1500,NA,NA,NA
140088104,1,1980,34-42,4000,NA,5000,5000,8500
441220101,1,1968,46-54,2500,1900,2800,3000,3100
510879103,1,1983,31-39,5000,NA,5000,8000,6000
210273101,1,1963,51-59,1400,NA,1600,1800,1850
411540101,1,1947,67-75,NA,3300,0,600,NA
411573102,1,1966,48-56,2000,NA,2000,NA,NA
621700103,0,1988,26-34,2500,3160,3500,3460,4600
220111102,0,1953,61-69,NA,NA,500,NA,1500
330340104,0,1988,26-34,2800,NA,4100,3000,4000
211156103,0,1990,24-32,NA,NA,3000,3500,4000
140088103,0,1984,30-38,1100,NA,NA,1500,NA
620793103,1,1973,41-49,780,NA,1000,1700,1700
530406104,1,1994,20-28,NA,NA,NA,0,6500
411562101,1,1974,40-48,4000,NA,5000,6000,7000
410484431,0,1987,27-35,2500,NA,2600,3200,1500
441329101,1,1968,46-54,2050,NA,2400,NA,3000
130483101,0,1970,44-52,1800,NA,NA,NA,1500
410579104,0,1998,16-24,NA,NA,NA,10000,8000
311560102,1,1962,52-60,7000,NA,10000,NA,NA
410586431,0,1991,23-31,NA,NA,NA,3500,0
440600104,0,1982,32-40,NA,3500,5000,NA,NA
410043101,0,1968,46-54,4000,NA,7800,NA,NA
429330431,1,1988,26-34,NA,NA,1900,2200,2300
411883102,1,1960,54-62,NA,NA,2100,3200,3200
370394103,1,1976,38-46,3700,NA,4000,5000,5000
410057101,0,1966,48-56,3000,NA,NA,4500,4500
410134101,0,1962,52-60,NA,NA,NA,2200,2400
410047101,0,1981,33-41,NA,NA,2300,NA,3000
410062101,1,1970,44-52,3200,NA,4300,5900,6417
211895105,1,1990,24-32,5000,NA,5680,NA,NA
410043103,1,1992,22-30,NA,NA,NA,16000,17000
411844101,0,1959,55-63,1900,2000,3200,3500,3000
210855101,1,1956,58-66,NA,NA,2500,NA,3100
520044104,1,1998,16-24,NA,4000,5000,6000,8000
130894105,1,1986,28-36,NA,NA,3300,4500,NA
370483102,1,1957,57-65,3500,NA,6000,7000,8000
411638104,0,1974,40-48,960,NA,NA,4000,4500
410108103,1,1964,50-58,2200,NA,2787,4500,4500
310801103,1,1984,30-38,4500,NA,8000,10000,12000
410152101,1,1982,32-40,NA,NA,NA,4500,6000
340244101,1,1970,44-52,17500,NA,NA,5000,NA
410034102,1,1963,51-59,4000,NA,4200,3200,3000
430391101,1,1970,44-52,NA,NA,1500,600,2000
530095102,0,1976,38-46,NA,1300,1300,1700,1700
441650102,0,1968,46-54,NA,NA,NA,2000,1000
610163104,0,1980,34-42,NA,2000,2500,3000,3000
320124104,1,1975,39-47,4500,NA,6000,8000,8000
610139104,0,1973,41-49,NA,3000,3500,3000,3500
310760101,1,1970,44-52,NA,4000,4500,5500,6000
130894101,1,1987,27-35,NA,NA,3000,5500,6000
621754105,0,1969,45-53,NA,NA,NA,2800,420
500238104,1,1978,36-44,1100,NA,1650,2150,2450
140222105,0,1986,28-36,1500,NA,NA,400,600
410656103,1,1968,46-54,3500,NA,3800,4500,5000
370379102,1,1959,55-63,NA,NA,4500,5000,NA
410647104,0,1990,24-32,1200,1600,2900,3600,3500
410645102,1,1960,54-62,NA,NA,5000,5000,NA
410650101,1,1945,69-77,700,NA,700,900,NA
210624102,1,1972,42-50,NA,NA,4500,4000,5500
500237101,1,1964,50-58,2000,NA,2000,NA,NA
410663106,1,1978,36-44,2000,1500,2200,4000,4500
311802102,1,1969,45-53,5000,NA,10000,120000,10000
230384104,1,1987,27-35,1300,NA,3300,3600,4700
410846104,1,1987,27-35,NA,NA,4500,6000,6000
340197101,1,1972,42-50,8000,6000,8000,9000,8000
260468501,1,1984,30-38,1700,NA,2500,NA,3500
130707431,0,1992,22-30,2500,NA,4000,7000,7000
340197104,0,1997,17-25,2200,NA,2500,5000,5500
370778101,0,1963,51-59,1800,NA,3000,NA,3000
441007102,0,1966,48-56,1600,NA,2000,3000,3000
410689105,1,1990,24-32,1280,2000,4000,6000,13000
410710101,1,1959,55-63,NA,NA,NA,1600,1800
450172101,1,1981,33-41,2500,NA,3500,4000,4500
130499102,0,1973,41-49,NA,NA,NA,1500,2300
130893105,0,1986,28-36,1000,NA,1400,1400,3000
230426103,1,1983,31-39,1000,NA,3200,3400,3000
211210103,1,1987,27-35,2350,NA,3300,3100,3800
130750103,1,1986,28-36,NA,0,NA,4000,4500
211277102,1,1964,50-58,3000,NA,4500,5000,6000
441001101,0,1960,54-62,2000,NA,2000,2300,2600
320018103,1,1978,36-44,2300,1900,NA,4000,6500
410898101,0,1971,43-51,3000,NA,NA,NA,0
210391101,1,1971,43-51,1600,NA,1700,1800,1810
320350103,1,1991,23-31,NA,3500,NA,3000,4500
370152102,1,1980,34-42,NA,NA,7000,8000,9000
130566101,1,1970,44-52,NA,4000,3000,5000,5000
440762103,1,1983,31-39,3000,NA,5000,5500,4000
621698101,0,1975,39-47,1000,1000,NA,1500,NA
188286501,1,1986,28-36,2000,NA,3300,2800,9000
154360503,1,1979,35-43,1200,NA,1500,1400,3150
530179101,1,1962,52-60,900,NA,1700,NA,NA
410870101,1,1987,27-35,NA,NA,NA,8500,10000
210751107,0,1974,40-48,NA,NA,3000,3000,3000
370481103,0,1996,18-26,NA,NA,NA,2000,2900
140052102,0,1974,40-48,330,NA,1300,1000,1200
410816103,0,1994,20-28,NA,NA,NA,3000,3300
330174104,0,1977,37-45,2400,NA,3000,4000,NA
450173107,1,1992,22-30,3200,NA,4000,4300,4800
230414103,0,1997,17-25,NA,0,NA,3000,NA
360250103,1,1963,51-59,4000,NA,NA,NA,2500
306776501,1,1976,38-46,NA,4000,4000,5800,6000
441313101,0,1974,40-48,3000,NA,3200,3500,4000
370651101,1,1974,40-48,NA,4000,3000,NA,3800
410905105,0,1994,20-28,NA,NA,NA,6000,2000
620685101,1,1969,45-53,3500,NA,4400,5300,5300
530015105,0,1996,18-26,NA,NA,0,8000,3000
410901102,0,1979,35-43,NA,NA,3500,3500,4000
340077101,1,1966,48-56,NA,NA,NA,3500,4000
410637103,1,1970,44-52,2000,NA,2000,2400,5000
130579104,1,1990,24-32,4000,NA,3200,6000,6500
410895103,1,1992,22-30,300,NA,5200,6300,7000
140179104,1,1997,17-25,NA,NA,3100,4100,4100
130077103,1,1986,28-36,NA,6500,NA,8000,NA
370115101,1,1955,59-67,NA,NA,NA,2000,3000
442001103,1,1998,16-24,NA,NA,NA,3500,8500
621452101,0,1978,36-44,1900,NA,2500,2500,3800
120031103,0,1989,25-33,4600,NA,3500,NA,5000
310859102,0,1972,42-50,2200,NA,NA,4000,7000
411335103,1,1982,32-40,NA,NA,4000,5000,7000
410581104,1,1976,38-46,NA,NA,4000,5000,4800
411244102,0,1997,17-25,NA,NA,NA,1900,0
210756101,1,1957,57-65,1700,NA,2000,5000,NA
130543103,1,1997,17-25,NA,2900,4600,4000,5000
220229104,0,1996,18-26,NA,NA,2000,3500,4500
441714101,0,1974,40-48,2000,NA,2300,2761,2500
450104101,1,1979,35-43,NA,1666,1000,1440,2250
620193104,1,1992,22-30,NA,1500,1800,2300,2000
191449431,0,1990,24-32,1000,NA,2200,2000,NA
130503104,0,1992,22-30,NA,NA,2700,3100,3500
312134101,0,1980,34-42,4000,NA,4000,5000,4500
330203102,0,1975,39-47,3200,NA,3000,4000,4300
230091102,1,1956,58-66,3500,NA,NA,2000,2000
230483102,0,1966,48-56,1000,NA,900,NA,NA
510167101,1,1963,51-59,5000,NA,NA,3000,4000
430452104,0,1982,32-40,1150,3000,1500,2400,2800
130254103,0,1985,29-37,1900,NA,5000,6000,6000
370020101,1,1979,35-43,2600,NA,4000,4200,6000
320215103,0,1974,40-48,2000,NA,2000,2200,4100
220138102,1,1979,35-43,3000,NA,3000,10000,3000
410312105,0,1984,30-38,2500,NA,2500,2000,2000
620588102,0,1975,39-47,NA,NA,NA,2800,5500
410704102,0,1969,45-53,2200,NA,3200,NA,3200
410411104,0,1990,24-32,1800,NA,3500,3800,3600
370404102,1,1966,48-56,NA,NA,3000,3500,4000
320016101,1,1967,47-55,1800,3000,2500,3000,4000
500285104,0,1985,29-37,NA,NA,3500,4500,4100
410864104,1,1993,21-29,1200,NA,1000,2000,1700
210274101,1,1968,46-54,2000,NA,1600,1663,1700
207566501,1,1989,25-33,3500,NA,4500,7300,7500
621688101,1,1983,31-39,2000,NA,2000,3500,3100
441650101,1,1970,44-52,3000,NA,NA,4000,NA
330242103,0,1966,48-56,1900,NA,2583,2500,2300
370576101,1,1945,69-77,800,NA,NA,2600,NA
430130101,1,1968,46-54,NA,NA,4200,4500,5000
370560102,0,1967,47-55,1500,NA,1400,1000,NA
450179104,1,1983,31-39,NA,3000,NA,4000,NA
440621431,0,1990,24-32,2000,NA,3200,3000,4000
312144101,0,1982,32-40,4000,6000,6000,6000,5000
530443101,1,1961,53-61,3500,5000,7600,8300,NA
230375101,0,1972,42-50,1500,2242,2300,2500,3000
621279106,1,1974,40-48,2700,NA,3500,3000,7000
211527102,1,1971,43-51,1200,NA,1350,1800,1700
230174103,1,1984,30-38,4000,NA,4500,NA,NA
311574103,0,1978,36-44,4000,NA,6000,5000,6000
370057101,1,1957,57-65,NA,NA,3000,4000,6600
410084101,1,1963,51-59,3200,NA,11000,6500,7000
340323104,1,1986,28-36,NA,NA,NA,3200,3500
330106101,1,1958,56-64,1600,1500,0,NA,NA
110051103,1,1960,54-62,3000,NA,3000,1600,2300
311437101,1,1946,68-76,1800,NA,2200,2400,NA
230100101,1,1965,49-57,1200,NA,1400,2400,NA
530258104,0,1983,31-39,2000,NA,3000,3400,2800
140188103,1,1974,40-48,NA,3000,2300,NA,2700
410193103,1,1987,27-35,2500,NA,3500,3500,6000
140526104,0,1997,17-25,NA,NA,1600,4000,NA
410192103,1,1992,22-30,2100,NA,8000,NA,14000
130224103,0,1987,27-35,2600,NA,NA,3600,3500
370090101,1,1962,52-60,NA,3000,1300,NA,NA
230220102,1,1978,36-44,2000,NA,3000,3000,3800
410073103,0,1987,27-35,2300,NA,0,NA,NA
411564101,1,1953,61-69,2400,NA,1300,1300,2500
410650107,0,1973,41-49,1500,NA,2000,1500,1800
320029101,1,1949,65-73,4500,NA,NA,NA,7000
230402103,0,1983,31-39,NA,1400,1400,NA,NA
370526103,1,1994,20-28,NA,NA,6000,5000,3700
621612103,1,1989,25-33,3000,NA,3500,3500,3500
370220104,0,1990,24-32,NA,2500,4800,4500,3700
210126104,0,1980,34-42,NA,NA,2500,2000,2000
110067101,0,1986,28-36,3500,NA,14000,NA,17000
450040104,0,1988,26-34,1000,1600,1700,2100,2500
130487103,1,1993,21-29,NA,NA,5000,4500,6000
450250104,1,1998,16-24,NA,NA,NA,4000,6300
210194102,0,1976,38-46,1700,NA,1300,2200,2700
211665103,1,1997,17-25,800,4500,4000,6000,8000
211944103,1,1991,23-31,2400,NA,4300,4000,4000
130078103,1,1990,24-32,3000,3500,4500,NA,8000
130293101,1,1981,33-41,NA,3000,3000,5000,5000
610054106,0,1991,23-31,2000,NA,2100,3000,3000
411592102,1,1968,46-54,3300,NA,5000,5000,5000
230174101,0,1965,49-57,NA,NA,NA,2400,4000
320302101,1,1973,41-49,4500,NA,6000,8000,9633
370038103,1,1989,25-33,5000,NA,6000,6000,3800
411097105,0,1997,17-25,NA,NA,NA,2200,2000
440827102,1,1968,46-54,5000,NA,8000,10000,10000
420326101,0,1978,36-44,NA,1800,NA,NA,2000
130897431,1,1973,41-49,3000,2200,NA,5000,5000
130324105,0,1993,21-29,NA,2000,1000,3000,1300
441441101,1,1964,50-58,2400,NA,2500,3000,3000
340006101,1,1970,44-52,4000,NA,NA,4000,4000
530043103,1,1996,18-26,NA,NA,3000,4500,9000
411050101,1,1962,52-60,2000,NA,2000,NA,NA
440904102,0,1978,36-44,3000,NA,NA,4000,4500
410570102,0,1982,32-40,600,NA,2000,2000,2600
511001531,1,1973,41-49,2300,NA,3400,4000,5000
211314101,0,1968,46-54,NA,0,1800,NA,NA
311154103,1,1991,23-31,NA,4500,5000,7000,8500
620192102,0,1975,39-47,NA,NA,NA,3000,5000
441694102,0,1967,47-55,1500,NA,1400,2000,2500
621665103,1,1983,31-39,3500,3000,4000,4000,6000
510608101,1,1975,39-47,NA,NA,NA,3000,4800
330118101,0,1982,32-40,NA,NA,3500,4000,4000
311946102,0,1958,56-64,NA,2500,2500,NA,3000
411067102,0,1962,52-60,1100,NA,NA,NA,2500
140760104,0,1988,26-34,NA,2200,NA,3800,3500
420362101,1,1964,50-58,1000,NA,NA,2000,3000
411186101,1,1983,31-39,1675,NA,2200,3100,3500
620659101,1,1965,49-57,3500,4100,4100,5000,5000
411437102,1,1965,49-57,NA,3000,2500,NA,7000
210878102,1,1967,47-55,NA,NA,4500,4500,5000
520474103,0,1994,20-28,NA,2500,NA,3600,3500
311865104,0,1975,39-47,2284,3000,3800,3300,3000
140579501,0,1990,24-32,NA,1000,NA,NA,1000
210835102,1,1977,37-45,3000,NA,4000,NA,NA
311960102,1,1967,47-55,5000,NA,2800,5000,4500
360136103,1,1977,37-45,NA,NA,3000,NA,3000
430267104,0,1978,36-44,1200,1900,2200,2600,2700
370350103,1,1993,21-29,2000,NA,5100,6000,5000
320270101,1,1963,51-59,5900,NA,6400,6500,7200
440877103,1,1980,34-42,NA,2000,3000,5000,5000
370797101,1,1968,46-54,3000,NA,4000,5000,5000
311969102,1,1988,26-34,NA,NA,10000,10000,9000
140693431,0,1971,43-51,2400,NA,NA,3800,4000
370770103,1,1982,32-40,3000,NA,4100,6000,6000
620264102,1,1960,54-62,3600,NA,4200,NA,NA
370529104,0,1982,32-40,NA,NA,NA,2500,2600
220018104,0,1987,27-35,2000,3500,3500,3500,4000
230460102,0,1968,46-54,1500,NA,1500,NA,NA
370509103,1,1981,33-41,4000,3500,5000,NA,4492
340321102,1,1988,26-34,4600,NA,6000,6000,10000
500319101,0,1987,27-35,2800,NA,4500,4500,5000
360125101,1,1964,50-58,NA,1250,2000,2500,2813
520380103,1,1990,24-32,NA,5600,7000,7200,7800
370343103,1,1989,25-33,3500,NA,NA,30000,22000
210464102,1,1970,44-52,3000,NA,3500,2200,2700
370669101,1,1980,34-42,50000,NA,5000,4000,6000
411834501,0,1991,23-31,NA,NA,NA,2400,3500
311103104,0,1976,38-46,2000,NA,NA,3000,4000
340133104,1,1989,25-33,NA,NA,7000,8000,NA
130617102,0,1961,53-61,NA,NA,NA,3000,3000
211099101,1,1975,39-47,5000,NA,NA,6000,6000
441321103,1,1994,20-28,2500,2800,4300,5200,4500
370124104,1,1987,27-35,NA,3100,4000,5300,6000
620908102,0,1963,51-59,200,1300,NA,600,2000
370122101,0,1977,37-45,NA,NA,1000,2500,1500
360064106,1,1979,35-43,NA,NA,NA,2000,4000
140350103,1,1986,28-36,35000,NA,NA,NA,6500
230305102,1,1976,38-46,3500,NA,5000,5000,6500
370769432,0,1989,25-33,1500,NA,2000,3000,3500
530258101,1,1960,54-62,NA,NA,1300,2800,NA
620966104,0,1978,36-44,550,NA,NA,1000,NA
370736103,0,1987,27-35,NA,NA,3000,2800,3000
350136103,0,1996,18-26,NA,NA,NA,2500,2600
411450103,1,1983,31-39,2500,NA,NA,NA,5000
230226101,1,1957,57-65,1600,1300,1850,NA,2100
441079103,1,1990,24-32,2500,NA,NA,6000,NA
410230105,1,1997,17-25,2800,NA,NA,3600,7500
330005102,0,1962,52-60,NA,NA,3000,2500,NA
411034108,0,1966,48-56,NA,NA,1500,1500,1500
500187107,0,1995,19-27,NA,NA,3000,3100,4000
140749104,0,1989,25-33,NA,1300,1600,2000,2000
312129103,0,1984,30-38,NA,NA,4700,4300,4000
230436103,1,1997,17-25,NA,NA,12000,1900,4000
312384103,0,1971,43-51,1820,NA,3000,NA,NA
621248101,1,1971,43-51,5000,NA,NA,6000,NA
620667101,1,1973,41-49,3500,NA,NA,5100,5500
370216105,0,1988,26-34,1400,NA,3000,NA,3500
370277105,1,1992,22-30,NA,NA,2500,3000,5000
340365102,1,1975,39-47,NA,NA,2500,3000,5500
621317501,0,1990,24-32,NA,NA,2000,2000,NA
120056101,0,1970,44-52,NA,NA,7800,9000,9000
312426101,1,1969,45-53,2600,NA,3500,2480,6000
312448101,0,1984,30-38,NA,3400,NA,NA,3500
211190102,1,1977,37-45,NA,4500,4200,NA,NA
621133101,1,1987,27-35,NA,NA,5000,5000,10000
370633101,1,1978,36-44,3700,NA,5800,6200,6200
370341101,1,1958,56-64,4000,NA,6000,6000,NA
430354103,1,1995,19-27,4000,NA,3000,5000,10000
370337102,1,1967,47-55,3000,3000,3550,4500,4500
370384102,1,1962,52-60,2400,1000,8000,1600,2000
130700103,0,1985,29-37,NA,2600,NA,0,NA
330049102,1,1964,50-58,5000,NA,4500,6000,6500
441334103,1,1978,36-44,NA,3000,3200,4100,5000
621725103,1,1998,16-24,NA,1800,NA,4000,4000
370211101,1,1975,39-47,50000,NA,6000,8000,5000
370465102,1,1962,52-60,NA,NA,NA,3000,6000
411658103,0,1994,20-28,0,NA,1200,10000,5000
230037102,1,1962,52-60,3400,NA,5800,6000,7600
620783103,0,1988,26-34,2000,NA,NA,4900,3300
440632101,1,1970,44-52,1800,NA,3000,5000,4000
210873101,1,1960,54-62,4100,NA,5000,5500,NA
220168103,1,1980,34-42,3000,NA,4000,4500,5500
360191104,0,1983,31-39,1000,1000,1200,2160,2700
620419101,0,1978,36-44,2000,1500,1000,NA,NA
140367101,1,1967,47-55,NA,3000,NA,4000,NA
370455102,1,1957,57-65,NA,NA,650,650,650
130715101,0,1987,27-35,NA,2400,4500,3000,NA
370019102,1,1981,33-41,NA,NA,3000,4000,5500
230009101,1,1963,51-59,NA,NA,NA,1000,2000
621035102,1,1969,45-53,NA,NA,3000,5000,6000
211241104,0,1970,44-52,NA,1300,930,1000,NA
370406101,1,1951,63-71,NA,NA,NA,550,550
183468503,1,1990,24-32,NA,4000,2200,3000,3500
370420102,1,1966,48-56,4000,NA,NA,5000,300
210698102,1,1977,37-45,NA,NA,NA,10000,7000
430638101,0,1972,42-50,NA,NA,1800,2000,NA
220229103,0,1990,24-32,3000,NA,0,NA,3200
312059101,0,1988,26-34,3000,5000,6300,3000,15000
230351102,1,1969,45-53,3500,NA,4700,5270,6785
370053101,1,1984,30-38,NA,NA,3500,5000,6500
370088103,1,1988,26-34,2600,3000,3000,5000,6000
370387101,0,1940,74-82,300,NA,250,250,250
210881102,0,1974,40-48,3500,NA,4400,5300,6000
312366103,1,1986,28-36,NA,NA,5000,8000,8000
520427101,1,1982,32-40,NA,NA,1800,2000,900
130301104,0,1986,28-36,NA,NA,1500,2100,3000
430251102,0,1970,44-52,NA,NA,2000,3500,NA
230218102,1,1973,41-49,NA,2800,NA,3500,NA
211080101,1,1969,45-53,NA,2500,NA,2500,4500
160190501,1,1984,30-38,NA,NA,5500,8000,12000
370027101,0,1976,38-46,NA,1500,2000,2100,2000
230436101,1,1965,49-57,3000,NA,3000,3000,NA
140673101,0,1973,41-49,NA,2000,NA,1400,NA
140833104,0,1995,19-27,NA,NA,1300,1500,1400
370755103,1,1976,38-46,NA,NA,NA,6000,6600
410903102,0,1964,50-58,1700,NA,4000,NA,6000
370770102,1,1957,57-65,1800,3000,2400,2800,2100
211874101,1,1978,36-44,3000,NA,4000,4000,4000
210274103,1,1998,16-24,NA,NA,NA,4500,3000
370112101,1,1972,42-50,NA,NA,NA,2000,1200
310871101,1,1968,46-54,1840,NA,1000,1600,3500
230455102,1,1974,40-48,2200,NA,2500,4000,3000
211338101,1,1982,32-40,4400,NA,5920,5500,6800
211829102,1,1982,32-40,1500,NA,2200,2000,2000
430224102,1,1953,61-69,1000,NA,2800,NA,NA
621346102,1,1967,47-55,NA,NA,1000,2150,2300
211514101,0,1963,51-59,NA,3000,2000,NA,NA
411657102,1,1963,51-59,NA,1600,1800,1800,1800
211554103,1,1988,26-34,7000,6000,100000,6000,NA
130563102,0,1981,33-41,1900,2000,NA,NA,2000
420024102,1,1969,45-53,2400,3200,3300,3500,4000
320098102,0,1988,26-34,NA,NA,NA,1000,2000
130195431,0,1975,39-47,2000,NA,2000,2300,3100
130175102,1,1985,29-37,3000,2000,3000,3500,3000
441258101,0,1973,41-49,1400,NA,2000,2200,1700
320333101,0,1979,35-43,NA,NA,3300,3500,3400
130646103,0,1996,18-26,NA,NA,4000,5000,7000
230505104,0,1996,18-26,NA,NA,NA,0,0
272911501,0,1989,25-33,2000,NA,2500,3000,5000
610119103,0,1983,31-39,NA,NA,2500,NA,4000
210863102,1,1962,52-60,4000,2800,3500,NA,NA
220023103,1,1990,24-32,NA,NA,4000,6500,7000
130467103,1,1985,29-37,3000,NA,4000,6000,6000
120063101,1,1980,34-42,2550,NA,8500,8200,8250
410325102,0,1962,52-60,900,NA,1300,NA,NA
140132105,1,1996,18-26,NA,3000,NA,7000,NA
370419102,1,1956,58-66,2000,NA,NA,3500,NA
621769103,1,1986,28-36,NA,4000,6000,NA,NA
610250101,0,1969,45-53,NA,NA,NA,1600,800
411839101,0,1962,52-60,1800,2000,NA,NA,NA
715812431,0,1987,27-35,NA,NA,NA,1800,1580
320314101,1,1978,36-44,4000,NA,4000,4500,8000
520423105,1,1994,20-28,NA,4000,NA,NA,5000
320057102,0,1973,41-49,1500,NA,1800,2200,2500
620756103,1,1980,34-42,NA,4300,NA,15000,10000
370053102,0,1986,28-36,NA,NA,2700,3000,3000
620333101,1,1962,52-60,2500,NA,NA,2800,3200
621634104,0,1988,26-34,2700,NA,3100,3300,3500
441714105,1,1996,18-26,NA,NA,NA,7000,11000
520324104,1,1983,31-39,NA,NA,NA,2000,4000
211552101,1,1970,44-52,2300,NA,NA,3500,3000
520381102,0,1972,42-50,NA,NA,3000,NA,3000
621418103,1,1978,36-44,3400,NA,3200,6000,7000
211946103,1,1987,27-35,2200,NA,2300,2500,3000
340300104,0,1995,19-27,NA,NA,2500,5000,4000
440667104,0,1990,24-32,NA,NA,4000,5500,6500
230482103,1,1992,22-30,3000,NA,9000,7000,8000
440351104,0,1982,32-40,NA,NA,900,NA,400
311838102,1,1961,53-61,5500,NA,NA,0,NA
211061103,0,1993,21-29,NA,NA,3700,5000,3000
230209103,0,1965,49-57,2200,NA,NA,5000,3000
140670105,0,1986,28-36,NA,NA,2000,2500,4500
140003103,0,1989,25-33,3500,2000,2000,3000,3500
210553104,0,1966,48-56,NA,2000,2450,2000,2000
621456104,0,1996,18-26,NA,NA,NA,2700,3500
130381105,1,1976,38-46,4000,NA,5000,5000,7000
610274104,0,1973,41-49,1200,4000,4500,4000,5000
130382102,1,1953,61-69,3000,NA,3500,5000,4000
370771102,1,1993,21-29,2000,4000,2800,4000,7600
621060103,0,1991,23-31,NA,2500,3250,3600,3500
210236102,0,1964,50-58,NA,NA,1700,1700,NA
215826501,0,1991,23-31,2800,2500,3700,3700,4000
440101102,1,1965,49-57,1600,NA,2000,NA,3800
450346101,1,1965,49-57,NA,3000,2000,NA,3000
140400101,0,1963,51-59,1250,NA,NA,NA,1600
310839103,0,1986,28-36,3000,NA,3000,6000,7600
210611103,1,1988,26-34,3600,NA,3500,5000,6000
210883102,1,1971,43-51,7000,NA,10000,16000,NA
370787431,1,1971,43-51,NA,6000,7000,7000,5000
440446105,0,1983,31-39,1000,1500,2000,NA,3000
530286101,1,1977,37-45,NA,3600,3000,4000,4000
440246101,1,1975,39-47,3400,NA,NA,0,5000
510176101,1,1964,50-58,900,NA,1126,2300,2000
360017104,0,1983,31-39,2200,NA,3000,2300,3000
351367501,0,1986,28-36,NA,NA,3300,3200,4000
620548107,0,1998,16-24,NA,NA,2000,NA,4000
440446103,1,1983,31-39,NA,NA,3000,5000,4500
370762105,1,1976,38-46,4000,6000,6000,6000,7800
620008431,0,1986,28-36,1600,NA,2300,3300,3700
441099101,1,1971,43-51,3400,NA,5500,4200,NA
211771101,0,1966,48-56,NA,2000,1800,1600,1800
320151102,1,1967,47-55,300,NA,700,2903,2923
210822102,1,1964,50-58,3000,NA,3000,4000,4500
430722102,0,1994,20-28,NA,NA,4000,4000,4800
210201101,0,1974,40-48,1000,NA,NA,1200,2000
370100101,1,1964,50-58,3600,NA,5800,6900,8200
370773101,1,1968,46-54,3000,NA,3000,5000,5000
620145101,1,1994,20-28,NA,NA,3400,5000,6000
320367101,1,1973,41-49,2000,NA,7000,NA,9000
441665101,1,1968,46-54,700,NA,NA,NA,3000
441666101,0,1968,46-54,2000,NA,2300,NA,NA
500364102,1,1953,61-69,NA,NA,1000,3000,NA
441347101,1,1976,38-46,NA,NA,NA,10000,4500
556126501,0,1988,26-34,2500,NA,NA,NA,3500
410263104,0,1978,36-44,2370,NA,2700,3500,3000
441004101,0,1962,52-60,3500,NA,3400,NA,NA
220183101,0,1973,41-49,2000,NA,2000,3000,NA
130874104,0,1984,30-38,1500,NA,2200,3200,NA
211682101,0,1965,49-57,2000,NA,2200,2000,3000
130896101,1,1967,47-55,6000,NA,5000,6000,10000
510048103,0,1981,33-41,2300,NA,3000,3500,3000
620996107,0,1996,18-26,NA,NA,NA,6000,11000
120033103,1,1990,24-32,NA,3000,3500,6000,4500
310963103,1,1991,23-31,3200,5000,6500,11250,23000
370238105,0,1985,29-37,2080,NA,NA,1500,3500
620703103,1,1988,26-34,NA,NA,4000,NA,6000
530445101,1,1966,48-56,3000,NA,6000,7000,7000
311781102,1,1969,45-53,3000,5000,6300,8000,9000
441117109,0,1998,16-24,NA,NA,NA,3000,3200
620008101,1,1985,29-37,NA,NA,3600,3000,4000
230471102,0,1961,53-61,1500,NA,NA,1200,NA
211442101,1,1964,50-58,4000,NA,2000,4000,5000
440418101,1,1952,62-70,NA,1950,1975,2400,NA
360015103,0,1997,17-25,1000,NA,1500,3000,NA
621205531,1,1980,34-42,4000,NA,5500,3000,7000
320277102,1,1966,48-56,3500,NA,3860,4019,5000
530062103,1,1997,17-25,NA,NA,NA,1500,5000
410535501,0,1983,31-39,NA,3000,6000,6000,4000
510141103,1,1994,20-28,NA,NA,4000,7000,7400
450219104,0,1998,16-24,NA,NA,NA,4000,4500
430117102,1,1964,50-58,NA,NA,5500,15000,NA
450227103,1,1968,46-54,2500,NA,4500,5300,6000
510886104,0,1982,32-40,1600,3500,4100,4500,5000
510347104,0,1986,28-36,2800,NA,NA,NA,6000
311882103,1,1954,60-68,3500,NA,3500,3500,5000
621183103,1,1985,29-37,3000,4500,4500,5000,6000
360117104,0,1996,18-26,1800,NA,2500,2800,3000
620650105,0,1994,20-28,2200,3000,4500,3300,NA
441706105,0,1975,39-47,NA,NA,1500,2500,3000
130797102,1,1992,22-30,3900,3700,4500,5000,7000
370750101,1,1971,43-51,NA,3330,4000,NA,8000
130896104,0,1989,25-33,NA,3400,6500,9000,12000
370410104,1,1979,35-43,NA,NA,NA,6000,6500
620908104,0,1986,28-36,1000,NA,1500,2000,2000
610264104,0,1992,22-30,NA,2300,2000,4000,5000
411446103,1,1972,42-50,4000,NA,6000,NA,NA
440366101,1,1982,32-40,4500,NA,5800,5300,5000
