pid,survey_count,age_35_years,all_survey_years,min_age,max_age
411108104,7,2010,2010,36,36
411118105,7,"2014,2016","2014,2016",34,36
411141101,7,2010,2010,36,36
411147103,7,2010,2010,36,36
411147104,7,2010,2010,37,37
411168101,7,2010,2010,36,36
411175103,7,"2020,2022","2020,2022",35,37
411186101,7,"2016,2020","2016,2020",34,37
411186105,7,"2020,2022","2020,2022",35,37
411188103,7,2022,2022,34,34
411227101,7,2016,2016,34,34
411227102,7,"2014,2016","2014,2016",33,35
411292105,7,"2014,2016","2014,2016",34,36
411299102,7,"2010,2012","2010,2012",34,36
411307101,7,"2014,2016","2014,2016",34,36
411317101,7,"2020,2022","2020,2022",35,37
411317102,7,"2016,2020","2016,2020",33,37
411325101,7,2010,2010,37,37
411325102,7,2010,2010,37,37
411327101,7,"2016,2020","2016,2020",33,37
411335103,7,2016,2016,34,34
411335104,7,"2020,2022","2020,2022",34,36
411359102,7,2010,2010,37,37
411398101,7,2022,2022,33,33
411436103,7,2022,2022,33,33
411440103,7,"2016,2020","2016,2020",33,36
411440106,7,"2020,2022","2020,2022",33,35
411440107,7,2022,2022,34,34
411459103,7,"2012,2014","2012,2014",33,35
411486103,7,2022,2022,33,33
411511103,7,"2016,2020","2016,2020",33,36
411538103,7,2020,2020,36,36
411538104,7,"2020,2022","2020,2022",34,36
411542101,7,"2012,2014","2012,2014",33,35
411547107,7,"2010,2012","2010,2012",34,36
411562101,7,2010,2010,36,36
411567104,7,2010,2010,37,37
411568101,7,2022,2022,34,34
411572104,7,"2020,2022","2020,2022",35,37
411600103,7,2022,2022,34,34
411601102,7,2010,2010,37,37
411603105,7,"2010,2012","2010,2012",35,37
411609101,7,"2012,2014,2016","2012,2014,2016",33,37
411609102,7,"2010,2012","2010,2012",34,36
411638103,7,2010,2010,34,34
411648102,7,2022,2022,34,34
411653101,7,"2020,2022","2020,2022",33,35
411653105,7,2020,2020,36,36
411660103,7,"2020,2022","2020,2022",33,35
411662103,7,"2012,2014,2016","2012,2014,2016",33,37
411662104,7,"2014,2016","2014,2016",33,35
411662105,7,2016,2016,34,34
411669103,7,2016,2016,34,34
411669104,7,2020,2020,36,36
411670102,7,2022,2022,33,33
411681103,7,2016,2016,34,34
411684101,7,"2012,2014","2012,2014",34,36
411684103,7,"2014,2016","2014,2016",33,35
411687101,7,"2014,2016","2014,2016",33,36
411687102,7,"2010,2012","2010,2012",35,37
411699101,7,"2012,2014,2016","2012,2014,2016",33,37
411699102,7,"2014,2016","2014,2016",33,35
411704102,7,2020,2020,36,36
411730101,7,"2020,2022","2020,2022",33,35
411778104,7,"2010,2012,2014","2010,2012,2014",33,37
411801105,7,"2020,2022","2020,2022",34,36
411830101,7,"2012,2014","2012,2014",34,36
411830102,7,2010,2010,37,37
411834103,7,"2020,2022","2020,2022",33,35
411840103,7,"2020,2022","2020,2022",35,37
411846103,7,2022,2022,33,33
411846104,7,"2014,2016","2014,2016",34,36
411863102,7,2010,2010,37,37
411875101,7,"2010,2012","2010,2012",35,37
411875102,7,"2010,2012","2010,2012",35,37
420004102,7,2022,2022,33,33
420006103,7,2020,2020,36,36
420009103,7,2022,2022,34,34
420010102,7,"2014,2016","2014,2016",33,35
420010104,7,"2016,2020","2016,2020",33,37
420024101,7,"2010,2012","2010,2012",34,36
420027103,7,"2010,2012","2010,2012",35,37
420028102,7,"2020,2022","2020,2022",34,36
420045101,7,"2010,2012","2010,2012",35,37
420059101,7,"2020,2022","2020,2022",33,35
420067101,7,"2010,2012","2010,2012",35,37
420070101,7,"2010,2012","2010,2012",34,36
420082101,7,"2010,2012,2014","2010,2012,2014",33,37
420090101,7,2010,2010,37,37
420090103,7,"2012,2014","2012,2014",34,36
420257101,7,2010,2010,37,37
420258101,7,2010,2010,37,37
420278103,7,"2010,2012","2010,2012",34,36
420280101,7,2010,2010,36,36
420282105,7,"2020,2022","2020,2022",35,37
420289104,7,"2020,2022","2020,2022",33,35
420298103,7,"2010,2012,2014","2010,2012,2014",34,37
420306104,7,"2020,2022","2020,2022",34,36
420323101,7,"2014,2016","2014,2016",33,35
420323102,7,"2020,2022","2020,2022",35,37
420326101,7,"2012,2014","2012,2014",34,36
420326102,7,"2010,2012","2010,2012",34,36
420347103,7,"2010,2012,2014","2010,2012,2014",33,37
420354104,7,"2010,2012,2014","2010,2012,2014",33,37
420367102,7,2010,2010,36,36
420371104,7,"2020,2022","2020,2022",34,36
420390101,7,"2010,2012","2010,2012",35,37
420405103,7,"2016,2020","2016,2020",34,37
420415102,7,"2010,2012,2014","2010,2012,2014",33,37
420427103,7,2020,2020,36,36
420435101,7,"2012,2014","2012,2014",34,36
420435102,7,"2010,2012","2010,2012",34,36
420488101,7,"2014,2016","2014,2016",34,36
430003103,7,"2010,2012","2010,2012",35,37
430012101,7,"2010,2012","2010,2012",35,37
430057103,7,2022,2022,34,34
430077102,7,"2010,2012","2010,2012",34,36
430086101,7,"2010,2012","2010,2012",35,37
430086102,7,2010,2010,37,37
430089101,7,"2014,2016","2014,2016",34,36
430098101,7,2016,2016,34,34
430102103,7,"2010,2012,2014","2010,2012,2014",33,37
430108102,7,2022,2022,33,33
430113103,7,"2012,2014,2016","2012,2014,2016",33,37
430119103,7,"2010,2012,2014","2010,2012,2014",33,37
430132103,7,2016,2016,34,34
430158101,7,"2020,2022","2020,2022",34,36
430167101,7,2010,2010,36,36
430167102,7,"2010,2012","2010,2012",35,37
430211101,7,"2010,2012","2010,2012",34,36
430211102,7,"2014,2016","2014,2016",34,36
430216101,7,"2010,2012","2010,2012",35,37
430216102,7,"2010,2012","2010,2012",34,36
430218103,7,"2016,2020","2016,2020",33,36
430221101,7,"2010,2012,2014","2010,2012,2014",33,37
430234101,7,2010,2010,36,36
430234102,7,2010,2010,37,37
430239101,7,"2010,2012,2014","2010,2012,2014",33,37
430239102,7,"2010,2012","2010,2012",34,36
430242103,7,"2020,2022","2020,2022",35,37
430248101,7,"2016,2020","2016,2020",33,37
430254103,7,"2020,2022","2020,2022",35,37
430254104,7,"2020,2022","2020,2022",35,37
430256103,7,"2016,2020","2016,2020",34,37
430256104,7,2016,2016,35,35
430257101,7,"2014,2016","2014,2016",33,35
430264101,7,2016,2016,34,34
430267103,7,2010,2010,36,36
430267104,7,"2012,2014","2012,2014",34,36
430345103,7,"2012,2014","2012,2014",33,35
430350103,7,"2020,2022","2020,2022",34,36
430376101,7,"2012,2014","2012,2014",33,35
430387101,7,"2012,2014,2016","2012,2014,2016",33,37
430387102,7,"2014,2016","2014,2016",33,35
430392101,7,"2010,2012,2014","2010,2012,2014",33,37
430392102,7,"2014,2016","2014,2016",34,36
430398101,7,"2020,2022","2020,2022",33,35
430398104,7,2020,2020,36,36
430401101,7,2010,2010,36,36
430418103,7,2010,2010,36,36
430440101,7,"2010,2012,2014","2010,2012,2014",33,37
430440102,7,"2010,2012","2010,2012",35,37
430451101,7,2010,2010,37,37
430462101,7,"2012,2014,2016","2012,2014,2016",33,37
430464101,7,"2016,2020","2016,2020",33,37
430464105,7,"2020,2022","2020,2022",34,36
430465104,7,2020,2020,36,36
430478104,7,"2016,2020","2016,2020",33,37
430490102,7,"2012,2014,2016","2012,2014,2016",33,37
430491101,7,2010,2010,37,37
430523106,7,"2016,2020","2016,2020",33,36
430525101,7,"2010,2012","2010,2012",34,36
430525102,7,"2010,2012,2014","2010,2012,2014",33,37
430595104,7,2022,2022,33,33
430612101,7,"2012,2014","2012,2014",34,36
430618103,7,2010,2010,37,37
430717101,7,"2010,2012,2014","2010,2012,2014",33,37
430717102,7,"2010,2012","2010,2012",34,36
440096102,7,2010,2010,37,37
440126104,7,"2010,2012,2014","2010,2012,2014",33,37
440148102,7,"2010,2012,2014","2010,2012,2014",33,37
440156103,7,2022,2022,33,33
440178102,7,2010,2010,36,36
440223101,7,"2012,2014,2016","2012,2014,2016",33,37
440223102,7,"2012,2014,2016","2012,2014,2016",33,37
440246101,7,"2010,2012","2010,2012",35,37
440246102,7,"2012,2014","2012,2014",34,36
440253103,7,"2012,2014","2012,2014",34,36
440285102,7,"2010,2012,2014","2010,2012,2014",33,37
440296101,7,"2012,2014","2012,2014",34,36
440380101,7,"2010,2012,2014","2010,2012,2014",33,37
440380102,7,"2010,2012","2010,2012",34,36
440424101,7,2016,2016,34,34
440425105,7,2016,2016,34,34
440439101,7,2016,2016,35,35
440439103,7,"2014,2016","2014,2016",33,36
440446103,7,"2016,2020","2016,2020",34,37
440446104,7,2020,2020,36,36
440446105,7,"2016,2020","2016,2020",33,37
440476101,7,2010,2010,36,36
440493103,7,"2020,2022","2020,2022",35,37
440518104,7,"2016,2020","2016,2020",33,37
440560105,7,"2020,2022","2020,2022",35,37
440576105,7,"2020,2022","2020,2022",34,36
440604104,7,2016,2016,34,34
440607102,7,2010,2010,37,37
440619101,7,2010,2010,36,36
440624104,7,"2020,2022","2020,2022",34,36
440633103,7,"2010,2012","2010,2012",35,37
440635104,7,"2012,2014","2012,2014",34,36
440646106,7,"2012,2014,2016","2012,2014,2016",33,37
440648105,7,"2010,2012","2010,2012",34,36
440714103,7,2022,2022,33,33
440729101,7,2016,2016,34,34
440759105,7,"2020,2022","2020,2022",35,37
440762103,7,"2016,2020","2016,2020",33,37
440764102,7,2010,2010,36,36
440767101,7,"2010,2012","2010,2012",35,37
440775103,7,"2014,2016","2014,2016",34,36
440775104,7,2020,2020,36,36
440779103,7,"2010,2012,2014","2010,2012,2014",33,37
440783101,7,2010,2010,36,36
440788103,7,"2020,2022","2020,2022",34,36
440791102,7,2020,2020,36,36
440797101,7,"2010,2012,2014","2010,2012,2014",33,37
440819103,7,"2010,2012","2010,2012",34,36
440822101,7,"2012,2014,2016","2012,2014,2016",33,37
440826103,7,2022,2022,34,34
440827101,7,2010,2010,37,37
440845101,7,"2020,2022","2020,2022",35,37
440847101,7,"2014,2016","2014,2016",34,36
440854101,7,"2010,2012,2014","2010,2012,2014",33,37
440877104,7,2020,2020,36,36
440880101,7,"2012,2014","2012,2014",34,36
440890104,7,2022,2022,34,34
440897101,7,"2014,2016","2014,2016",34,36
440904101,7,"2014,2016","2014,2016",34,36
440904102,7,"2012,2014","2012,2014",34,36
440905101,7,"2010,2012","2010,2012",34,36
440905102,7,2010,2010,37,37
440912103,7,"2020,2022","2020,2022",33,35
440923102,7,"2010,2012","2010,2012",35,37
440929103,7,"2020,2022","2020,2022",33,35
440973101,7,2010,2010,36,36
440974101,7,2010,2010,37,37
440975101,7,2016,2016,34,34
441001103,7,"2020,2022","2020,2022",33,35
441020101,7,"2016,2020","2016,2020",33,37
441072105,7,2016,2016,35,35
441089101,7,"2020,2022","2020,2022",35,37
441092101,7,2022,2022,33,33
441096104,7,"2012,2014,2016","2012,2014,2016",33,37
441096105,7,"2012,2014,2016","2012,2014,2016",33,37
441099104,7,2010,2010,36,36
441103103,7,"2012,2014,2016","2012,2014,2016",33,37
441108103,7,"2012,2014","2012,2014",33,35
441117104,7,2010,2010,37,37
441117105,7,2010,2010,36,36
441206101,7,"2012,2014,2016","2012,2014,2016",33,37
441221102,7,2010,2010,37,37
441258101,7,2010,2010,37,37
441291101,7,"2012,2014","2012,2014",34,36
441300103,7,2020,2020,36,36
441300104,7,"2016,2020","2016,2020",33,37
441309104,7,2016,2016,34,34
441309107,7,"2014,2016","2014,2016",34,36
441313101,7,2010,2010,36,36
441334103,7,"2012,2014","2012,2014",34,36
441334104,7,"2012,2014","2012,2014",34,36
441351103,7,2010,2010,37,37
441451102,7,"2010,2012","2010,2012",34,36
441512101,7,2010,2010,37,37
441512102,7,2010,2010,37,37
441530101,7,"2010,2012","2010,2012",35,37
441587104,7,2020,2020,36,36
441614103,7,2010,2010,37,37
441645102,7,2010,2010,37,37
441662102,7,"2010,2012","2010,2012",34,36
441686104,7,"2020,2022","2020,2022",33,35
441689101,7,2010,2010,37,37
441699101,7,"2016,2020","2016,2020",33,37
441720101,7,"2010,2012","2010,2012",34,36
441725101,7,"2010,2012","2010,2012",35,37
441941102,7,"2012,2014","2012,2014",33,35
441966101,7,"2014,2016","2014,2016",34,36
441966102,7,"2012,2014","2012,2014",33,35
442001101,7,2010,2010,36,36
450009101,7,"2016,2020","2016,2020",33,37
450030103,7,"2020,2022","2020,2022",34,36
450040104,7,2022,2022,34,34
450042101,7,"2010,2012","2010,2012",34,36
450043101,7,"2010,2012","2010,2012",35,37
450043103,7,"2014,2016","2014,2016",34,36
450044104,7,"2010,2012","2010,2012",34,36
450050102,7,"2014,2016","2014,2016",34,36
450098101,7,"2014,2016","2014,2016",34,36
450098102,7,"2012,2014,2016","2012,2014,2016",33,37
450099101,7,"2010,2012,2014","2010,2012,2014",33,37
450099102,7,"2010,2012","2010,2012",34,36
450102101,7,2010,2010,36,36
450103102,7,2010,2010,37,37
450104101,7,"2012,2014,2016","2012,2014,2016",33,37
450104102,7,2016,2016,34,34
450105101,7,2010,2010,36,36
450105103,7,"2010,2012,2014","2010,2012,2014",33,37
450112101,7,2010,2010,36,36
450112102,7,"2010,2012,2014","2010,2012,2014",33,37
450123102,7,"2010,2012","2010,2012",34,36
450138104,7,"2016,2020","2016,2020",33,37
450164102,7,2010,2010,37,37
450170103,7,"2016,2020","2016,2020",33,37
450170104,7,"2020,2022","2020,2022",35,37
450170105,7,2020,2020,36,36
450172101,7,"2014,2016","2014,2016",33,35
450185104,7,2010,2010,37,37
450194103,7,"2010,2012","2010,2012",34,36
450195101,7,2010,2010,37,37
450199102,7,2010,2010,37,37
450206110,7,"2014,2016","2014,2016",33,36
450210102,7,2010,2010,36,36
450211104,7,"2014,2016","2014,2016",33,35
450214105,7,2016,2016,34,34
450233101,7,"2010,2012,2014","2010,2012,2014",33,37
450233102,7,"2012,2014,2016","2012,2014,2016",33,37
450236103,7,"2010,2012","2010,2012",34,36
450258103,7,"2012,2014,2016","2012,2014,2016",33,37
450277101,7,"2014,2016","2014,2016",33,35
450282103,7,2010,2010,36,36
450312101,7,2020,2020,36,36
450325104,7,2022,2022,34,34
450349103,7,"2016,2020","2016,2020",33,37
450358102,7,2016,2016,34,34
450358104,7,"2016,2020","2016,2020",33,37
450362101,7,2010,2010,36,36
450362102,7,2016,2016,35,35
500036101,7,2010,2010,36,36
500141101,7,2010,2010,37,37
500141102,7,2010,2010,37,37
500150102,7,2010,2010,37,37
500178101,7,"2014,2016","2014,2016",33,36
500229102,7,2010,2010,36,36
500233103,7,"2012,2014,2016","2012,2014,2016",33,37
500238104,7,"2012,2014","2012,2014",34,36
500285103,7,"2012,2014,2016","2012,2014,2016",33,37
500285104,7,"2020,2022","2020,2022",35,37
500319101,7,"2020,2022","2020,2022",33,35
500329101,7,"2020,2022","2020,2022",35,37
500386101,7,"2020,2022","2020,2022",35,37
500386102,7,"2020,2022","2020,2022",35,37
510037103,7,"2020,2022","2020,2022",35,37
510044103,7,"2020,2022","2020,2022",33,35
510048103,7,"2014,2016","2014,2016",33,35
510050101,7,"2010,2012","2010,2012",35,37
510061103,7,"2014,2016","2014,2016",33,35
510068101,7,"2014,2016","2014,2016",34,37
510068102,7,"2020,2022","2020,2022",35,37
510071103,7,2016,2016,34,34
510071104,7,"2020,2022","2020,2022",33,35
510091101,7,2010,2010,37,37
510107101,7,"2010,2012","2010,2012",35,37
510126104,7,2010,2010,36,36
510145101,7,"2010,2012","2010,2012",34,36
510145102,7,2010,2010,36,36
510160101,7,2010,2010,37,37
510175101,7,"2020,2022","2020,2022",35,37
510175102,7,2022,2022,33,33
510212103,7,"2020,2022","2020,2022",34,36
510223103,7,"2020,2022","2020,2022",35,37
510224103,7,"2020,2022","2020,2022",35,37
510259101,7,"2016,2020","2016,2020",34,37
510275101,7,"2010,2012,2014","2010,2012,2014",33,37
510275102,7,"2010,2012","2010,2012",35,37
510279101,7,2010,2010,37,37
510299103,7,"2014,2016","2014,2016",33,36
510299104,7,"2020,2022","2020,2022",35,37
510302101,7,2010,2010,36,36
510339104,7,2022,2022,34,34
510341103,7,2022,2022,34,34
510341104,7,2022,2022,33,33
510347104,7,"2020,2022","2020,2022",34,36
510352104,7,"2010,2012,2014","2010,2012,2014",33,36
510363107,7,2016,2016,34,34
510382101,7,"2020,2022","2020,2022",35,37
510382102,7,2022,2022,33,33
510400103,7,"2010,2012","2010,2012",34,36
510416104,7,"2020,2022","2020,2022",33,36
510425101,7,2010,2010,36,36
510425103,7,"2010,2012,2014","2010,2012,2014",33,37
510427101,7,2010,2010,37,37
510432101,7,2022,2022,33,33
510434101,7,"2020,2022","2020,2022",35,37
510434103,7,"2010,2012,2014","2010,2012,2014",33,37
510436101,7,2020,2020,36,36
510436105,7,"2016,2020","2016,2020",33,37
510591103,7,"2020,2022","2020,2022",33,35
510595101,7,2010,2010,36,36
510597101,7,"2012,2014,2016","2012,2014,2016",33,37
510600101,7,2010,2010,37,37
510600103,7,2010,2010,36,36
510604104,7,"2012,2014,2016","2012,2014,2016",33,37
510605101,7,"2010,2012","2010,2012",34,36
510608101,7,"2010,2012","2010,2012",35,37
510608104,7,"2010,2012","2010,2012",34,36
510611103,7,2022,2022,33,33
510612101,7,"2012,2014","2012,2014",34,36
510612103,7,"2010,2012","2010,2012",34,36
510614101,7,2010,2010,36,36
510630103,7,2022,2022,33,33
510793104,7,2020,2020,36,36
510857101,7,"2012,2014,2016","2012,2014,2016",33,37
510862104,7,"2020,2022","2020,2022",33,35
510874102,7,"2010,2012","2010,2012",36,37
510876101,7,"2010,2012,2014","2010,2012,2014",33,36
510876104,7,"2014,2016","2014,2016",34,36
510886104,7,2016,2016,35,35
510896104,7,"2014,2016","2014,2016",34,36
510899101,7,2010,2010,36,36
510899104,7,"2012,2014","2012,2014",34,36
510904101,7,2010,2010,36,36
510904103,7,"2012,2014","2012,2014",34,36
510911102,7,"2020,2022","2020,2022",34,36
510916101,7,"2020,2022","2020,2022",34,36
510916102,7,2020,2020,36,36
510925102,7,"2010,2012,2014","2010,2012,2014",33,37
510942103,7,"2010,2012","2010,2012",35,37
510975103,7,"2014,2016","2014,2016",33,35
510991103,7,2022,2022,34,34
511007101,7,"2020,2022","2020,2022",33,35
511011103,7,"2020,2022","2020,2022",33,35
511018101,7,"2010,2012,2014","2010,2012,2014",34,36
511039103,7,"2020,2022","2020,2022",33,35
511041103,7,2016,2016,35,35
520002101,7,2020,2020,36,36
520003101,7,2016,2016,34,34
520003102,7,"2012,2014","2012,2014",34,36
520045101,7,"2020,2022","2020,2022",34,36
520063103,7,2010,2010,36,36
520090103,7,"2014,2016","2014,2016",34,37
520113101,7,"2012,2014","2012,2014",34,36
520113103,7,2010,2010,36,36
520114102,7,"2010,2012","2010,2012",34,36
520124101,7,"2020,2022","2020,2022",35,37
520124102,7,"2016,2020","2016,2020",33,37
520145101,7,2010,2010,37,37
520152102,7,2010,2010,36,36
520155103,7,"2010,2012","2010,2012",35,37
520162101,7,"2014,2016","2014,2016",33,35
520166101,7,"2014,2016","2014,2016",34,36
520197103,7,2022,2022,33,33
520203101,7,"2014,2016","2014,2016",34,36
520203104,7,"2010,2012","2010,2012",34,36
520233101,7,"2020,2022","2020,2022",35,37
520254101,7,"2014,2016","2014,2016",34,36
520279101,7,"2014,2016","2014,2016",34,37
520330101,7,"2010,2012","2010,2012",35,37
520349106,7,"2012,2014","2012,2014",34,36
520364101,7,"2012,2014","2012,2014",34,36
520376103,7,"2020,2022","2020,2022",35,37
520383102,7,"2014,2016","2014,2016",34,37
520383104,7,"2016,2020","2016,2020",33,37
520401102,7,"2010,2012","2010,2012",34,36
520421103,7,"2020,2022","2020,2022",34,36
520427101,7,2016,2016,35,35
520427102,7,2016,2016,34,34
520463101,7,2010,2010,37,37
520475102,7,2010,2010,36,36
520477103,7,"2016,2020","2016,2020",33,37
520477105,7,"2016,2020","2016,2020",33,37
520494101,7,"2010,2012,2014","2010,2012,2014",33,37
520502102,7,"2010,2012","2010,2012",35,37
520511102,7,"2020,2022","2020,2022",34,36
520521101,7,"2016,2020","2016,2020",33,37
520532104,7,"2014,2016","2014,2016",34,36
520551101,7,"2012,2014","2012,2014",34,36
520551104,7,"2012,2014,2016","2012,2014,2016",33,37
520555104,7,"2020,2022","2020,2022",33,35
520562101,7,"2010,2012","2010,2012",35,37
520572101,7,"2016,2020","2016,2020",33,37
520572102,7,2022,2022,34,34
520577104,7,2022,2022,34,34
520577105,7,2022,2022,34,34
530004104,7,"2020,2022","2020,2022",35,37
530004105,7,2022,2022,34,34
530016101,7,"2014,2016","2014,2016",34,36
530020101,7,"2014,2016","2014,2016",33,35
530027101,7,"2010,2012,2014","2010,2012,2014",33,37
530032101,7,"2014,2016","2014,2016",33,35
530032103,7,"2010,2012,2014","2010,2012,2014",33,37
530035102,7,"2010,2012","2010,2012",34,36
530039103,7,"2020,2022","2020,2022",34,36
530040102,7,2010,2010,37,37
530052103,7,"2010,2012","2010,2012",35,37
530069101,7,2010,2010,36,36
530069103,7,"2014,2016","2014,2016",34,36
530072108,7,"2012,2014,2016","2012,2014,2016",33,37
530077101,7,"2010,2012","2010,2012",34,36
530081101,7,"2010,2012,2014","2010,2012,2014",33,37
530086101,7,"2020,2022","2020,2022",33,35
530086104,7,"2020,2022","2020,2022",34,36
530088103,7,"2020,2022","2020,2022",35,37
530090103,7,2022,2022,33,33
530095101,7,2010,2010,37,37
530095102,7,"2010,2012","2010,2012",34,36
530096101,7,"2010,2012,2014","2010,2012,2014",33,37
530117101,7,2010,2010,36,36
530133101,7,"2010,2012","2010,2012",35,37
530138101,7,"2012,2014","2012,2014",34,36
530138104,7,"2010,2012","2010,2012",34,36
530141101,7,2010,2010,37,37
530143101,7,2010,2010,36,36
530145101,7,"2010,2012","2010,2012",34,36
530153101,7,2022,2022,34,34
530153104,7,"2012,2014,2016","2012,2014,2016",33,37
530158103,7,2016,2016,34,34
530168101,7,2010,2010,37,37
530168102,7,"2012,2014,2016","2012,2014,2016",33,37
530169101,7,"2020,2022","2020,2022",34,36
530169102,7,"2014,2016","2014,2016",33,35
530170101,7,"2010,2012","2010,2012",34,36
530175102,7,2010,2010,36,36
530177103,7,"2012,2014,2016","2012,2014,2016",33,37
530186102,7,"2020,2022","2020,2022",34,36
530186103,7,"2020,2022","2020,2022",35,37
530198101,7,"2012,2014","2012,2014",34,36
530198102,7,"2020,2022","2020,2022",34,36
530205101,7,"2012,2014","2012,2014",34,36
530211101,7,2010,2010,37,37
530212101,7,"2016,2020","2016,2020",33,37
530212102,7,"2020,2022","2020,2022",33,35
530213104,7,"2020,2022","2020,2022",35,37
530221102,7,"2010,2012","2010,2012",35,37
530223102,7,2010,2010,37,37
530226101,7,2010,2010,37,37
530230104,7,"2020,2022","2020,2022",34,36
530234102,7,"2010,2012","2010,2012",34,36
530235101,7,"2010,2012,2014","2010,2012,2014",33,37
530235104,7,"2012,2014,2016","2012,2014,2016",33,37
530241101,7,"2014,2016","2014,2016",34,36
530242101,7,2010,2010,37,37
530242103,7,2010,2010,36,36
530245102,7,2010,2010,36,36
530251103,7,"2020,2022","2020,2022",33,35
530251104,7,"2020,2022","2020,2022",33,35
530252104,7,"2020,2022","2020,2022",35,37
530256101,7,"2010,2012","2010,2012",34,36
530262101,7,"2010,2012,2014","2010,2012,2014",33,37
530262102,7,"2020,2022","2020,2022",34,36
530267102,7,2010,2010,36,36
530268104,7,"2020,2022","2020,2022",33,35
530271103,7,2022,2022,33,33
530275101,7,"2012,2014","2012,2014",34,36
530275102,7,2020,2020,36,36
530283102,7,"2010,2012","2010,2012",35,37
530286101,7,"2010,2012,2014","2010,2012,2014",33,37
530286102,7,"2012,2014","2012,2014",34,36
530301103,7,"2020,2022","2020,2022",34,36
530315103,7,2022,2022,33,33
530325103,7,"2014,2016","2014,2016",34,36
530327101,7,"2012,2014,2016","2012,2014,2016",33,37
530336101,7,"2010,2012,2014","2010,2012,2014",33,37
530366101,7,"2014,2016","2014,2016",34,36
530366102,7,2020,2020,36,36
530371103,7,2022,2022,34,34
530374103,7,2010,2010,36,36
530375103,7,"2010,2012","2010,2012",35,37
530375104,7,"2012,2014,2016","2012,2014,2016",33,37
530375106,7,"2010,2012,2014","2010,2012,2014",33,37
530375107,7,"2016,2020","2016,2020",33,37
530377101,7,2020,2020,36,36
530377102,7,"2014,2016","2014,2016",33,35
530380101,7,2020,2020,36,36
530381101,7,2010,2010,37,37
530381102,7,"2010,2012","2010,2012",34,36
530383103,7,2010,2010,37,37
530386102,7,2022,2022,33,33
530386103,7,"2020,2022","2020,2022",33,35
530405102,7,"2010,2012,2014","2010,2012,2014",33,37
530419101,7,"2010,2012","2010,2012",34,36
530421102,7,2020,2020,36,36
530421103,7,"2020,2022","2020,2022",33,35
530433101,7,"2010,2012,2014","2010,2012,2014",33,37
530434102,7,"2012,2014","2012,2014",34,36
530440103,7,2010,2010,37,37
530447103,7,"2010,2012","2010,2012",35,37
610003103,7,"2020,2022","2020,2022",35,37
610003104,7,"2020,2022","2020,2022",33,35
610009101,7,"2014,2016","2014,2016",33,36
610009102,7,"2014,2016","2014,2016",33,36
610015103,7,"2010,2012","2010,2012",34,36
610015104,7,"2012,2014","2012,2014",34,36
610017101,7,"2012,2014","2012,2014",34,36
610024104,7,"2020,2022","2020,2022",33,35
610042103,7,"2020,2022","2020,2022",34,36
610046102,7,2010,2010,36,36
610051103,7,"2020,2022","2020,2022",33,35
610054105,7,2022,2022,33,33
610061102,7,"2010,2012","2010,2012",34,36
610062103,7,2010,2010,36,36
610062104,7,2010,2010,36,36
610067104,7,"2020,2022","2020,2022",34,36
610074107,7,2022,2022,33,33
610082101,7,"2010,2012","2010,2012",35,37
610083101,7,"2020,2022","2020,2022",35,37
610083102,7,2022,2022,34,34
610085101,7,2010,2010,37,37
610085102,7,"2010,2012","2010,2012",35,37
610089102,7,2010,2010,36,36
610090101,7,"2012,2014","2012,2014",34,36
610090103,7,"2010,2012,2014","2010,2012,2014",33,37
610096105,7,"2010,2012","2010,2012",35,37
610101106,7,"2020,2022","2020,2022",34,36
610104101,7,2010,2010,36,36
610104102,7,2010,2010,36,36
610105101,7,2010,2010,36,36
610109103,7,"2010,2012,2014","2010,2012,2014",33,37
610119102,7,2016,2016,34,34
610119103,7,"2016,2020","2016,2020",33,37
610124103,7,"2012,2014,2016","2012,2014,2016",33,37
610134101,7,"2010,2012","2010,2012",35,37
610139104,7,2010,2010,37,37
610140101,7,"2010,2012","2010,2012",34,36
610140102,7,"2010,2012","2010,2012",35,37
610143103,7,"2020,2022","2020,2022",33,35
610183101,7,2016,2016,34,34
610188101,7,"2010,2012","2010,2012",34,36
610188102,7,"2012,2014,2016","2012,2014,2016",33,37
610200106,7,"2016,2020","2016,2020",33,37
610212101,7,2010,2010,37,37
610220102,7,"2010,2012","2010,2012",35,37
610221101,7,"2010,2012","2010,2012",34,36
610229101,7,2010,2010,37,37
610239101,7,2010,2010,36,36
610256102,7,2010,2010,36,36
610267101,7,2010,2010,36,36
610267103,7,"2012,2014","2012,2014",34,36
610270101,7,"2010,2012","2010,2012",35,37
610274104,7,2010,2010,37,37
610296101,7,2010,2010,37,37
610305102,7,2010,2010,36,36
610356102,7,"2010,2012","2010,2012",34,36
620003105,7,"2020,2022","2020,2022",33,35
620004103,7,"2020,2022","2020,2022",35,37
620004104,7,"2020,2022","2020,2022",33,35
620008101,7,"2020,2022","2020,2022",35,37
620009103,7,2016,2016,34,34
620009104,7,2016,2016,34,34
620014101,7,2016,2016,34,34
620014102,7,2020,2020,36,36
620015104,7,2022,2022,34,34
620020103,7,2020,2020,36,36
620020104,7,"2020,2022","2020,2022",34,36
620047102,7,2010,2010,37,37
620050103,7,"2010,2012","2010,2012",34,36
620050104,7,"2010,2012","2010,2012",34,36
620052101,7,2010,2010,37,37
620073103,7,"2012,2014,2016","2012,2014,2016",33,37
620073104,7,"2014,2016","2014,2016",33,35
